Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW53362924.htm,5.0,"Sep 30, 2021",Workplace Planning Consultant II,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Right now they are promoting people like crazy to try to keep up with the growth

PTO from the start

Health Care from day one

They pay to train you and get you licensed.

Right now you can work from home

Good managers",Cons,401k and profit sharing doesn’t start until after you complete your first year and you are t fully vested until your 5th year with the company.,1
Good Place,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58770643.htm,4.0,"Jan 29, 2022",Senior Manager,"Current Employee, more than 3 years","Boston, MA",Pros,"1) High growth in the company
2) Great and experienced people and managers.",Cons,3) Need more team building exercies and building activities,
Hellish work with great benefits.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW53996787.htm,3.0,"Oct 14, 2021",Benefits Representative,"Former Employee, more than 1 year",,Pros,quarterly profit sharing after about 18 months,Cons,No downtime from calls and training is a bear. Relentless back-to-back calls with people who can be demanding and emotional.,
Amazing place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57872509.htm,5.0,"Jan 13, 2022",Vice President,"Current Employee, more than 10 years",,Pros,"Opportunities to grow, career mobility, excellent benefits",Cons,Large company can sometimes allow for inconsistencies between business units including which ones offer fully remote options,
Good Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56517869.htm,4.0,"Dec 10, 2021",Software Engineer,"Current Employee, more than 1 year","Merrimack, NH",Pros,Pretty solid work vs life balance. Kind people.,Cons,Lack of leadership in role. After hours installs happen on a weekly basis and often interfere with your personal life. Pay is not great,
Good People fumbling middle management,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57540669.htm,4.0,"Jan 6, 2022",Senior Systems Engineer,"Current Employee, more than 3 years","Research Triangle Park, NC",Pros,"Great people 
Someone always willing to help
Good benefits and profit sharing",Cons,Oncall / WorkLife Balance can be a pain To much middle management nonsense,1
Great Job.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59123854.htm,5.0,"Feb 4, 2022",Senior Software Engineer,Current Employee,"Durham, NC",Pros,Profit sharing and balanced environment.,Cons,Noting i know of that is a con.,
MEH..,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW55424196.htm,4.0,"Nov 16, 2021",Customer Relationship Advocate,"Current Employee, less than 1 year","Jacksonville, FL",Pros,"Great benefits, initially felt supported, good pay. Has potential.",Cons,"Lack of experienced leadership, The cheerleading is just that cheering from the sidelines without giving actual help. While in the testing phase if you have family and kids this might not be the best place for you to start working.",
Great Platform/Odd atmosphere,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50244484.htm,4.0,"Jul 25, 2021",Trading Support IT,"Current Employee, more than 5 years","Houston, TX",Pros,Great platform keeps up with technology. They were quick to send us home for the pandemic.,Cons,The company seems to jump on every bandwagon that's popular at the moment with social justice. We actually had a trainer ask us in a class what our religion was recently and I was shot at that really made several of us uncomfortable at some of the questions about our private lives. I would like to see more trainers people who are a little bit more I see stabby. Salary is not competitive at all. Great atmosphere for some but not all.,1
Cool if you like call center work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57676685.htm,4.0,"Jan 10, 2022",Customer Relationship Advocate,"Former Employee, less than 1 year",,Pros,"Good pay
A chance to get Series 7/63
Good people to work with",Cons,"Remote( for me)
Still call center work
Left in the dark sometimes ,",
Fidelity Is My Dream Company Come True,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56607844.htm,5.0,"Dec 13, 2021",Customer Relationship Advocate,Current Employee,,Pros,This company treats its people extremely well. Great corporate culture and fantastic benefits. You’ll never want to leave.,Cons,Not many to think of,
Will keep employees as temp workers for years,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW50751457.htm,2.0,"Aug 5, 2021",Data Entry,"Current Employee, more than 3 years","Covington, KY",Pros,"A lot of company parties, lunches, etc. The schedule can be flexible for college students. Big Christmas party at the end of the year.",Cons,"They like to pretend like it's a friendly and great work environment; however, there is a lot of micromanagement and very few opportunities to advance. The work environment is not culturally inclusive and temporary employees are treated poorly. Temporary workers are expected to do the same job if not more than full-time employees and are told if they continue to do their job well, they will get hired on. Management will activily encourage you to apply for new permanent positions, only to hire a friend or family member from outside of the company. Permanent employees are giving annual bonuses every year, sometimes double for performing great that year, while the temporary employees, whom worked beside them the whole year gets nothing but maybe a free lunch. Their hiring process, specifically in the Covington location is severly flawed and unfair to the people who believe they will eventually get hired after working their for several years.",1
Good place to start,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58172313.htm,4.0,"Jan 19, 2022",Customer Relationship Advocate,Current Employee,"Merrimack, NH",Pros,"Paid training 
Paid licensing 
Great bonuses 
Great benefits",Cons,"Micromanagement 
You will need to work hours outside of the typical 9-5",
"Good Job Security, Always Busy",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56073983.htm,5.0,"Dec 1, 2021",Anonymous Employee,"Current Employee, less than 1 year","Westlake, TX",Pros,"Always something to do
Work from home
Fidelity cares about their employees
OT is encouraged",Cons,"Volumes can get very high
OT is expected/encouraged (is a pro but can be a con for some)
Requires licensing that must be taken care of on own accord/unpaid training/study hours",
Great Welcoming Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW56086190.htm,5.0,"Dec 1, 2021",Transaction Processor,"Former Employee, less than 1 year",,Pros,"-Lunch provided on site 
-Stand up desks 
-Followed Covid Protocol 
-Management was not micro-managing
-group activities such as bingo",Cons,"-Was not given much responsibilities, could get boring
-Did not talk to superiors much, could have been more leadership",
Solid Job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58994051.htm,4.0,"Feb 2, 2022",Participant Services Representative,"Former Employee, more than 1 year",,Pros,- Great benefits - Caring management and coworkers,Cons,- Slow progression - Mind numbing work (call center),
Stepping stone,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW52206408.htm,3.0,"Sep 7, 2021",Anonymous Employee,"Former Employee, more than 5 years",,Pros,"The benefits, coworkers, and training were excellent.",Cons,"The base pay and everchanging of schedules once you're established in role. I worked 5 separate roles during my 6 years, was promoted quickly each time. Subsequently, I'd hit my stride, perform at the top of my peer group, and then be asked to change my shift. After specifically telling each of my managers that my work life balance was one of my most important sticking points. Ultimately the last straw and why I left the firm.",
Not as it appears,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58375983.htm,1.0,"Jan 22, 2022",SOAR Program Associate,"Former Employee, less than 1 year",,Pros,The company offers great benefits and coworkers are nice.,Cons,This is a call center. Don't let them convince you otherwise. They use vague wording to make the opportunity sound like something it is not. Also $21 an hour with some employees having MBAs is criminally low.,5
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57592983.htm,5.0,"Jan 7, 2022",Customer Relations Specialist,"Current Employee, less than 1 year","Westlake, TX",Pros,"Everything was great, fun manager he was very supportive in advancing and helping our team.",Cons,"None, the best place to work",
SUS,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW57751800.htm,4.0,"Jan 11, 2022",CRA,Former Employee,,Pros,Everyone was very nice and helpful.,Cons,Being a slave to the phones is not for everyone,1
Awesome company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW58635759.htm,5.0,"Jan 27, 2022",Senior Software Engineer,Current Employee,"Westlake, TX",Pros,"great culture
great work life balance",Cons,slow to adopt full remote jobs,1
